point_id,point_type,doy_band,snow_free_doy,ndvi_18,ndvi_25,ndvi_diff,ndwi_18,ndwi_25,ndwi_diff,brightness_18,brightness_25,brightness_diff
22,non_vegetated,early,117.76962280273438,0.10872734366469865,0.43977515694415237,0.3310478132794537,-0.08888067164650255,-0.053701965960925885,0.03517870568557667,0.23521874140490545,0.2646256838102787,0.029406942405373226
24,non_vegetated,early,118.3603057861328,0.09944667968818283,0.5354595898302091,0.4360129101420263,-0.06841374443203303,-0.12568302294975722,-0.05726927851772419,0.19684311295723356,0.22422040225229925,0.027377289295065693
27,non_vegetated,early,113.83663177490234,0.26104755716909545,0.23497810928976398,-0.026069447879331464,-0.09775941918177791,-0.09277364772494308,0.004985771456834834,0.14813311710213012,0.19469642394075268,0.04656330683862256
28,non_vegetated,early,119.9624252319336,0.053899056030322655,0.08948020354447249,0.035581147514149834,-0.04856334681060599,-0.05738271819694857,-0.008819371386342575,0.18255899606043832,0.19247735276905417,0.00991835670861585
30,non_vegetated,early,119.12725830078124,0.14957218319059448,0.04180432494170138,-0.1077678582488931,-0.11168950779234661,-0.02596789317465357,0.08572161461769304,0.18593737345777048,0.2794504337971321,0.0935130603393616
32,non_vegetated,early,120.43755340576172,0.30061834278062677,0.30711864146019013,0.0065002986795633655,-0.003138513653953066,-0.016857680850915033,-0.013719167196961967,0.18370649048633741,0.19332873325206734,0.009622242765729927
33,non_vegetated,early,129.81939697265625,0.22000613017586607,0.2634881359748782,0.043482005799012124,-0.13265808567896,-0.14523432459307412,-0.012576238914114107,0.17999644660723133,0.16973798064111975,-0.010258465966111574
35,non_vegetated,early,124.8995132446289,0.34451563250303024,0.19540128641291946,-0.1491143460901108,-0.07752179710614414,-0.09573122037655052,-0.01820942327040638,0.26386716001999305,0.287948913275324,0.024081753255330962
36,non_vegetated,early,118.3489990234375,0.17831676815529557,0.15731613530956876,-0.021000632845726813,-0.10572049180933328,-0.09579470755356854,0.009925784255764736,0.2492024147828594,0.21387805117849715,-0.03532436360436225
37,non_vegetated,early,118.95907592773438,0.15934763153676096,0.17077051594983658,0.011422884413075624,-0.11417792453805706,-0.12620044382572446,-0.0120225192876674,0.18658818060107404,0.19388870368139782,0.007300523080323779
